x,y
66.67856496014903,6467.715401323615
-35.313085019307564,1570.7692555180433
-24.033241430000942,692.3610849438932
-38.686951259737846,1898.6824198501952
13.321469729108173,317.2121343526251
39.72725144626233,2375.495612423113
-64.51126599052714,5469.378575826907
-21.622371694891257,550.6636312789744
-39.44468750442625,1976.9718739316909
46.78484242849842,3254.624734698154
86.76602547481417,10827.463926755225
71.22366863971723,7357.647266984283
-19.358024355248375,442.38157158455215
-88.96683329800882,10545.757045993088
-84.67052711033574,9534.027298284836
83.81358627203264,10115.398756570034
7.520548048060263,120.36687005522181
-6.628601376183127,39.17220392225272
-50.87638637993168,3358.52548878734
-5.218326072126999,22.961607279559527
34.78960966573578,1842.1232028357815
95.58891663634347,13090.283371801637
94.14622782737911,12705.576490522328
4.804061663290909,65.0734356772044
77.70889503984083,8719.77691581078
64.46395440989471,6054.04545791201
59.14179155166977,5119.014295370459
13.286115456803344,318.44038362341377
25.57792409582393,1029.1865860603175
-20.461463406759847,493.7056332021175
14.429505234438949,364.7644837856418
29.43531262627937,1343.414912504084
-65.25828488590975,5598.255412236788
-8.982917498982076,79.74142229437672
72.48480655629405,7611.800531151082
-9.461178007634757,86.6680186746795
68.97707394871313,6909.98537755167
-85.29654612545133,9680.424035402199
98.2654434961818,13819.969369304265
-64.06587129093859,5392.452356006313
26.092423007169472,1071.1779300639641
-64.22867197691863,5418.256549431871
-44.73220400394862,2571.2750405607376
-8.425702999807186,68.15039365259685
49.957776878169824,3694.56758204134
45.82059423467089,3122.7484559660124
16.623881952633937,466.3256842111179
-86.76844639892398,10022.351167797076
-82.05068765095942,8942.289968284136
-82.67295969628827,9084.120525053784
50.88487525682578,3828.2528510974857
-32.421115807547324,1313.9810135513037
-40.32433465495326,2070.9623027849034
-39.607306313124255,1994.8164958357377
96.9472801143979,13458.676986612287
5.675729214268884,82.04120658129608
-10.991197466533649,122.26235374068597
53.810219524222276,4260.351501481325
-9.512697472036109,93.09955106465814
83.82524471111097,10116.257309140317
92.76991685438458,12341.513540726246
12.892346294632048,297.72484378926504
28.98114860835716,1303.6014844917609
-66.7001440638495,5857.556948099233
-71.62077539483158,6774.574275891683
-54.530643233739994,3871.0506823636315
-69.19111853344018,6310.022210463555
28.877840710544717,1294.4326032037995
59.50371675969592,5181.070621445819
85.71512918188168,10564.746587157437
83.47223597485805,10031.839838570862
-90.42321543756296,10905.421197552236
-23.871862885372593,688.3055500511068
-73.60938929261232,7163.085309057746
-20.205310367440347,477.60778972840137
19.669695451104246,633.3065480808392
13.136731012990396,307.0964166806095
29.021513905751505,1309.7431064065638
91.21238749331283,11940.449998950447
24.42675968504912,946.6382975085476
48.27045761438194,3456.8194498673333
14.685841908906582,375.8586487130016
39.46653111953805,2343.3747452936063
69.81309346077049,7075.520209954881
-54.81710087144496,3910.8642679307454
-43.5867203039356,2435.920138161024
-59.376501882211905,4614.580080510098
43.67137101487495,2845.204345084048
73.38704165971998,7796.777250937141
92.9336200138649,12380.239841707093
55.51679623488454,4526.139281453706
-34.59661516612147,1504.1279861222574
71.84198147133759,7479.38751099215
-83.72662267630119,9319.104009581084
-90.21851987743494,10851.010956408136
-0.8121015292879861,4.383472863853958
86.01531989362323,10639.750621296624
96.68188918722257,13384.937429972579
34.36618918275582,1802.9209249958863
-47.87078038958064,2961.268988549511
-51.03530240547165,3373.428231949165
93.7173231055254,12592.705304011166
67.99688948498542,6718.56083512651
46.28840666811209,3189.001975301337
-2.4683077006697687,6.022199793360324
